algorithm,access_pattern,cores,runtime[s]
parallel_two_step,bundle,2,62.847664
parallel_two_step,bundle,4,32.814014
parallel_two_step,bundle,8,18.584654
parallel_two_step,bundle,16,10.101898
parallel_two_step,bundle,32,6.132113
parallel_two_step,bundle,64,5.223515
parallel_two_step,bundle,128,4.569821
parallel_swap,collision,2,65.732547
parallel_swap,collision,4,34.146477
parallel_swap,collision,8,18.060039
parallel_swap,collision,16,10.296576
parallel_swap,collision,32,6.697754
parallel_swap,collision,64,5.526239
parallel_swap,collision,128,4.845155
parallel_swap,stream,2,65.359798
parallel_swap,stream,4,34.326879
parallel_swap,stream,8,18.417085
parallel_swap,stream,16,11.254382
parallel_swap,stream,32,6.670339
parallel_swap,stream,64,5.572819
parallel_swap,stream,128,4.835270
parallel_swap,bundle,2,66.212000
parallel_swap,bundle,4,34.057763
parallel_swap,bundle,8,18.475633
parallel_swap,bundle,16,10.967968
parallel_swap,bundle,32,6.701636
parallel_swap,bundle,64,5.525132
parallel_swap,bundle,128,4.849465
parallel_shift,collision,2,62.879416
parallel_shift,collision,4,32.198606
parallel_shift,collision,8,18.125429
parallel_shift,collision,16,9.409146
parallel_shift,collision,32,5.835664
parallel_shift,collision,64,5.297713
parallel_shift,collision,128,4.001522
parallel_shift,stream,2,62.561215
parallel_shift,stream,4,32.553242
parallel_shift,stream,8,17.037089
parallel_shift,stream,16,10.133174
parallel_shift,stream,32,5.885182
parallel_shift,stream,64,5.338296
parallel_shift,stream,128,4.037145
parallel_shift,bundle,2,62.797360
parallel_shift,bundle,4,32.762853
parallel_shift,bundle,8,17.550554
parallel_shift,bundle,16,9.437459
parallel_shift,bundle,32,5.923874
parallel_shift,bundle,64,5.288680
parallel_shift,bundle,128,4.012950
parallel_two_lattice,collision,2,64.261472
parallel_two_lattice,collision,4,33.220788
parallel_two_lattice,collision,8,17.741887
parallel_two_lattice,collision,16,9.648689
parallel_two_lattice,collision,32,6.039244
parallel_two_lattice,collision,64,4.813430
parallel_two_lattice,collision,128,3.594940
parallel_two_lattice,stream,2,64.816043
parallel_two_lattice,stream,4,33.016220
parallel_two_lattice,stream,8,18.082168
parallel_two_lattice,stream,16,10.204616
parallel_two_lattice,stream,32,6.122429
parallel_two_lattice,stream,64,4.779876
parallel_two_lattice,stream,128,3.643646
parallel_two_lattice,bundle,2,63.638514
parallel_two_lattice,bundle,4,33.437275
parallel_two_lattice,bundle,8,17.427179
parallel_two_lattice,bundle,16,9.770199
parallel_two_lattice,bundle,32,6.113167
parallel_two_lattice,bundle,64,4.795136
parallel_two_lattice,bundle,128,3.616351
parallel_two_lattice_framework,collision,2,64.767914
parallel_two_lattice_framework,collision,4,33.079899
parallel_two_lattice_framework,collision,8,17.543944
parallel_two_lattice_framework,collision,16,10.208238
parallel_two_lattice_framework,collision,32,6.232856
parallel_two_lattice_framework,collision,64,5.149908
parallel_two_lattice_framework,collision,128,4.472745
parallel_two_lattice_framework,stream,2,63.791558
parallel_two_lattice_framework,stream,4,33.464329
parallel_two_lattice_framework,stream,8,17.704028
parallel_two_lattice_framework,stream,16,10.721894
parallel_two_lattice_framework,stream,32,6.391748
parallel_two_lattice_framework,stream,64,5.120106
parallel_two_lattice_framework,stream,128,4.390413
parallel_two_lattice_framework,bundle,2,63.903880
parallel_two_lattice_framework,bundle,4,33.293396
parallel_two_lattice_framework,bundle,8,17.538333
parallel_two_lattice_framework,bundle,16,10.322076
parallel_two_lattice_framework,bundle,32,6.255465
parallel_two_lattice_framework,bundle,64,5.228683
parallel_two_lattice_framework,bundle,128,4.500312
parallel_two_step,collision,2,62.472328
parallel_two_step,collision,4,32.078606
parallel_two_step,collision,8,17.607765
parallel_two_step,collision,16,9.568514
parallel_two_step,collision,32,6.221838
parallel_two_step,collision,64,5.246469
parallel_two_step,collision,128,4.514162
parallel_two_step,stream,2,63.718553
parallel_two_step,stream,4,32.141407
parallel_two_step,stream,8,17.762593
parallel_two_step,stream,16,10.281871
parallel_two_step,stream,32,6.183076
parallel_two_step,stream,64,5.219597
parallel_two_step,stream,128,4.615875
parallel_two_step,bundle,2,64.051988
parallel_two_step,bundle,4,32.740423
parallel_two_step,bundle,8,17.482042
parallel_two_step,bundle,16,10.343579
parallel_two_step,bundle,32,6.198981
parallel_two_step,bundle,64,5.300734
parallel_two_step,bundle,128,4.512058
parallel_swap,collision,2,64.724108
parallel_swap,collision,4,33.448920
parallel_swap,collision,8,18.292687
parallel_swap,collision,16,10.377187
parallel_swap,collision,32,6.710163
parallel_swap,collision,64,5.585690
parallel_swap,collision,128,4.806438
parallel_swap,stream,2,65.891709
parallel_swap,stream,4,34.275180
parallel_swap,stream,8,18.263323
parallel_swap,stream,16,10.349482
parallel_swap,stream,32,6.645178
parallel_swap,stream,64,5.512312
parallel_swap,stream,128,4.856167
parallel_swap,bundle,2,64.792801
parallel_swap,bundle,4,34.212464
parallel_swap,bundle,8,18.145867
parallel_swap,bundle,16,10.239841
parallel_swap,bundle,32,6.662130
parallel_swap,bundle,64,5.566411
parallel_swap,bundle,128,4.902995
parallel_shift,collision,2,62.834051
parallel_shift,collision,4,32.151938
parallel_shift,collision,8,17.367044
parallel_shift,collision,16,9.752159
parallel_shift,collision,32,5.754764
parallel_shift,collision,64,5.275466
parallel_shift,collision,128,4.044716
parallel_shift,stream,2,62.603865
parallel_shift,stream,4,32.278460
parallel_shift,stream,8,17.247070
parallel_shift,stream,16,9.887666
parallel_shift,stream,32,6.033245
parallel_shift,stream,64,4.789460
parallel_shift,stream,128,3.985242
parallel_shift,bundle,2,63.928444
parallel_shift,bundle,4,32.716950
parallel_shift,bundle,8,17.272246
parallel_shift,bundle,16,9.573498
parallel_shift,bundle,32,5.873209
parallel_shift,bundle,64,5.333320
parallel_shift,bundle,128,3.987811
parallel_two_lattice,collision,2,64.575904
parallel_two_lattice,collision,4,33.137680
parallel_two_lattice,collision,8,17.737281
parallel_two_lattice,collision,16,9.650107
parallel_two_lattice,collision,32,6.114058
parallel_two_lattice,collision,64,4.752588
parallel_two_lattice,collision,128,3.598375
parallel_two_lattice,stream,2,64.576452
parallel_two_lattice,stream,4,33.148110
parallel_two_lattice,stream,8,17.677341
parallel_two_lattice,stream,16,9.823535
parallel_two_lattice,stream,32,6.184712
parallel_two_lattice,stream,64,4.818172
parallel_two_lattice,stream,128,3.625811
parallel_two_lattice,bundle,2,65.221278
parallel_two_lattice,bundle,4,32.695039
parallel_two_lattice,bundle,8,17.642377
parallel_two_lattice,bundle,16,10.109609
parallel_two_lattice,bundle,32,6.025418
parallel_two_lattice,bundle,64,4.752775
parallel_two_lattice,bundle,128,3.613920
parallel_two_lattice_framework,collision,2,64.287800
parallel_two_lattice_framework,collision,4,32.768077
parallel_two_lattice_framework,collision,8,17.753919
parallel_two_lattice_framework,collision,16,9.765055
parallel_two_lattice_framework,collision,32,6.331242
parallel_two_lattice_framework,collision,64,5.119256
parallel_two_lattice_framework,collision,128,4.403023
parallel_two_lattice_framework,stream,2,63.980067
parallel_two_lattice_framework,stream,4,33.457157
parallel_two_lattice_framework,stream,8,19.157549
parallel_two_lattice_framework,stream,16,10.604466
parallel_two_lattice_framework,stream,32,6.197670
parallel_two_lattice_framework,stream,64,5.179830
parallel_two_lattice_framework,stream,128,4.466238
parallel_two_lattice_framework,bundle,2,64.084768
parallel_two_lattice_framework,bundle,4,33.368011
parallel_two_lattice_framework,bundle,8,17.755885
parallel_two_lattice_framework,bundle,16,9.795561
parallel_two_lattice_framework,bundle,32,6.241052
parallel_two_lattice_framework,bundle,64,5.155707
parallel_two_lattice_framework,bundle,128,4.423789
parallel_two_step,collision,2,62.340089
parallel_two_step,collision,4,32.751522
parallel_two_step,collision,8,17.146682
parallel_two_step,collision,16,9.779962
parallel_two_step,collision,32,6.202567
parallel_two_step,collision,64,5.244200
parallel_two_step,collision,128,4.453752
parallel_two_step,stream,2,62.947237
parallel_two_step,stream,4,32.082193
parallel_two_step,stream,8,17.239835
parallel_two_step,stream,16,9.594980
parallel_two_step,stream,32,7.115065
parallel_two_step,stream,64,5.292296
parallel_two_step,stream,128,4.575647
parallel_two_step,bundle,2,63.935034
parallel_two_step,bundle,4,32.645118
parallel_two_step,bundle,8,17.564783
parallel_two_step,bundle,16,10.509852
parallel_two_step,bundle,32,7.149315
parallel_two_step,bundle,64,5.226099
parallel_two_step,bundle,128,4.505506
parallel_swap,collision,2,65.589232
parallel_swap,collision,4,33.747380
parallel_swap,collision,8,19.563258
parallel_swap,collision,16,10.205196
parallel_swap,collision,32,6.709795
parallel_swap,collision,64,5.519215
parallel_swap,collision,128,4.868778
parallel_swap,stream,2,65.844680
parallel_swap,stream,4,33.504470
parallel_swap,stream,8,18.389946
parallel_swap,stream,16,10.379555
parallel_swap,stream,32,6.610242
parallel_swap,stream,64,5.515393
parallel_swap,stream,128,4.865974
parallel_swap,bundle,2,65.464706
parallel_swap,bundle,4,33.857411
parallel_swap,bundle,8,18.505498
parallel_swap,bundle,16,10.357539
parallel_swap,bundle,32,6.723229
parallel_swap,bundle,64,5.567129
parallel_swap,bundle,128,4.902707
parallel_shift,collision,2,63.290215
parallel_shift,collision,4,31.681208
parallel_shift,collision,8,16.857173
parallel_shift,collision,16,9.971733
parallel_shift,collision,32,5.716065
parallel_shift,collision,64,5.311369
parallel_shift,collision,128,4.075755
parallel_shift,stream,2,62.223505
parallel_shift,stream,4,32.584002
parallel_shift,stream,8,17.379458
parallel_shift,stream,16,9.653339
parallel_shift,stream,32,5.946701
parallel_shift,stream,64,5.315345
parallel_shift,stream,128,4.031313
parallel_shift,bundle,2,63.519888
parallel_shift,bundle,4,32.173587
parallel_shift,bundle,8,17.060338
parallel_shift,bundle,16,9.405648
parallel_shift,bundle,32,5.885728
parallel_shift,bundle,64,4.765923
parallel_shift,bundle,128,4.094053
parallel_two_lattice,collision,2,64.123646
parallel_two_lattice,collision,4,33.203903
parallel_two_lattice,collision,8,17.712745
parallel_two_lattice,collision,16,10.006779
parallel_two_lattice,collision,32,6.022595
parallel_two_lattice,collision,64,4.713623
parallel_two_lattice,collision,128,3.627087
parallel_two_lattice,stream,2,63.915730
parallel_two_lattice,stream,4,32.972384
parallel_two_lattice,stream,8,17.780741
parallel_two_lattice,stream,16,9.752685
parallel_two_lattice,stream,32,5.982587
parallel_two_lattice,stream,64,4.835381
parallel_two_lattice,stream,128,3.634386
parallel_two_lattice,bundle,2,64.760721
parallel_two_lattice,bundle,4,33.227012
parallel_two_lattice,bundle,8,17.821178
parallel_two_lattice,bundle,16,10.155036
parallel_two_lattice,bundle,32,6.136175
parallel_two_lattice,bundle,64,4.766875
parallel_two_lattice,bundle,128,3.628271
parallel_two_lattice_framework,collision,2,63.532819
parallel_two_lattice_framework,collision,4,32.687225
parallel_two_lattice_framework,collision,8,17.822189
parallel_two_lattice_framework,collision,16,9.751147
parallel_two_lattice_framework,collision,32,6.168957
parallel_two_lattice_framework,collision,64,5.223701
parallel_two_lattice_framework,collision,128,4.367159
parallel_two_lattice_framework,stream,2,64.785384
parallel_two_lattice_framework,stream,4,32.980465
parallel_two_lattice_framework,stream,8,17.776335
parallel_two_lattice_framework,stream,16,10.888468
parallel_two_lattice_framework,stream,32,6.592542
parallel_two_lattice_framework,stream,64,5.131329
parallel_two_lattice_framework,stream,128,4.477255
parallel_two_lattice_framework,bundle,2,64.714662
parallel_two_lattice_framework,bundle,4,32.879527
parallel_two_lattice_framework,bundle,8,20.549592
parallel_two_lattice_framework,bundle,16,9.783162
parallel_two_lattice_framework,bundle,32,6.280365
parallel_two_lattice_framework,bundle,64,5.178405
parallel_two_lattice_framework,bundle,128,4.437284
parallel_two_step,collision,2,62.653336
parallel_two_step,collision,4,32.577781
parallel_two_step,collision,8,17.480313
parallel_two_step,collision,16,10.396148
parallel_two_step,collision,32,6.085683
parallel_two_step,collision,64,5.189082
parallel_two_step,collision,128,4.510209
parallel_two_step,stream,2,62.454448
parallel_two_step,stream,4,32.701787
parallel_two_step,stream,8,18.358271
parallel_two_step,stream,16,9.867318
parallel_two_step,stream,32,6.250233
parallel_two_step,stream,64,5.287284
parallel_two_step,stream,128,4.589477
parallel_two_step,bundle,2,63.392853
parallel_two_step,bundle,4,32.944576
parallel_two_step,bundle,8,17.573849
parallel_two_step,bundle,16,9.701838
parallel_two_step,bundle,32,6.154046
parallel_two_step,bundle,64,5.298715
parallel_two_step,bundle,128,4.611217
parallel_swap,collision,2,65.377310
parallel_swap,collision,4,34.257329
parallel_swap,collision,8,18.475342
parallel_swap,collision,16,10.633772
parallel_swap,collision,32,6.652899
parallel_swap,collision,64,5.598889
parallel_swap,collision,128,4.861534
parallel_swap,stream,2,66.168788
parallel_swap,stream,4,34.090889
parallel_swap,stream,8,18.091459
parallel_swap,stream,16,10.760790
parallel_swap,stream,32,6.797066
parallel_swap,stream,64,5.527287
parallel_swap,stream,128,4.878996
parallel_swap,bundle,2,66.055688
parallel_swap,bundle,4,34.222096
parallel_swap,bundle,8,20.585833
parallel_swap,bundle,16,10.377262
parallel_swap,bundle,32,6.609749
parallel_swap,bundle,64,5.479831
parallel_swap,bundle,128,4.923397
parallel_shift,collision,2,63.484673
parallel_shift,collision,4,32.196644
parallel_shift,collision,8,17.068582
parallel_shift,collision,16,9.852775
parallel_shift,collision,32,5.884136
parallel_shift,collision,64,4.772748
parallel_shift,collision,128,3.994126
parallel_shift,stream,2,63.138160
parallel_shift,stream,4,32.229480
parallel_shift,stream,8,16.926178
parallel_shift,stream,16,9.497727
parallel_shift,stream,32,5.850873
parallel_shift,stream,64,5.293493
parallel_shift,stream,128,3.979965
parallel_shift,bundle,2,63.194070
parallel_shift,bundle,4,32.002006
parallel_shift,bundle,8,17.430159
parallel_shift,bundle,16,9.503928
parallel_shift,bundle,32,5.865906
parallel_shift,bundle,64,4.770325
parallel_shift,bundle,128,3.967401
parallel_two_lattice,collision,2,63.608019
parallel_two_lattice,collision,4,32.696419
parallel_two_lattice,collision,8,17.346428
parallel_two_lattice,collision,16,9.827185
parallel_two_lattice,collision,32,5.937066
parallel_two_lattice,collision,64,4.709088
parallel_two_lattice,collision,128,3.642238
parallel_two_lattice,stream,2,65.045868
parallel_two_lattice,stream,4,33.039974
parallel_two_lattice,stream,8,17.404506
parallel_two_lattice,stream,16,9.677085
parallel_two_lattice,stream,32,6.111858
parallel_two_lattice,stream,64,4.768767
parallel_two_lattice,stream,128,3.636685
parallel_two_lattice,bundle,2,64.406387
parallel_two_lattice,bundle,4,33.339030
parallel_two_lattice,bundle,8,19.476257
parallel_two_lattice,bundle,16,9.664898
parallel_two_lattice,bundle,32,6.114618
parallel_two_lattice,bundle,64,4.792683
parallel_two_lattice,bundle,128,3.601326
parallel_two_lattice_framework,collision,2,64.699733
parallel_two_lattice_framework,collision,4,33.198487
parallel_two_lattice_framework,collision,8,18.012544
parallel_two_lattice_framework,collision,16,9.884938
parallel_two_lattice_framework,collision,32,7.236693
parallel_two_lattice_framework,collision,64,5.144548
parallel_two_lattice_framework,collision,128,4.406732
parallel_two_lattice_framework,stream,2,64.179767
parallel_two_lattice_framework,stream,4,33.594292
parallel_two_lattice_framework,stream,8,17.797850
parallel_two_lattice_framework,stream,16,9.923094
parallel_two_lattice_framework,stream,32,6.428616
parallel_two_lattice_framework,stream,64,5.106537
parallel_two_lattice_framework,stream,128,4.515684
parallel_two_lattice_framework,bundle,2,64.611352
parallel_two_lattice_framework,bundle,4,33.363974
parallel_two_lattice_framework,bundle,8,17.799190
parallel_two_lattice_framework,bundle,16,9.978114
parallel_two_lattice_framework,bundle,32,6.307620
parallel_two_lattice_framework,bundle,64,5.188675
parallel_two_lattice_framework,bundle,128,4.401321
parallel_two_step,collision,2,63.217369
parallel_two_step,collision,4,32.983887
parallel_two_step,collision,8,17.149760
parallel_two_step,collision,16,9.619703
parallel_two_step,collision,32,6.084248
parallel_two_step,collision,64,5.277464
parallel_two_step,collision,128,4.527456
parallel_two_step,stream,2,63.194313
parallel_two_step,stream,4,32.147505
parallel_two_step,stream,8,17.728034
parallel_two_step,stream,16,10.032391
parallel_two_step,stream,32,6.122073
parallel_two_step,stream,64,5.308166
parallel_two_step,stream,128,4.570619
parallel_two_step,bundle,2,62.352736
parallel_two_step,bundle,4,32.054781
parallel_two_step,bundle,8,17.181901
parallel_two_step,bundle,16,9.810742
parallel_two_step,bundle,32,6.197399
parallel_two_step,bundle,64,5.275588
parallel_two_step,bundle,128,4.569096
parallel_swap,collision,2,66.025583
parallel_swap,collision,4,34.082026
parallel_swap,collision,8,18.240575
parallel_swap,collision,16,10.188183
parallel_swap,collision,32,6.667360
parallel_swap,collision,64,5.529810
parallel_swap,collision,128,4.839167
parallel_swap,stream,2,65.009631
parallel_swap,stream,4,33.729028
parallel_swap,stream,8,18.171378
parallel_swap,stream,16,10.178835
parallel_swap,stream,32,6.699876
parallel_swap,stream,64,5.520360
parallel_swap,stream,128,4.853724
parallel_swap,bundle,2,64.968035
parallel_swap,bundle,4,33.811023
parallel_swap,bundle,8,18.112479
parallel_swap,bundle,16,10.379320
parallel_swap,bundle,32,7.042667
parallel_swap,bundle,64,5.562466
parallel_swap,bundle,128,4.847789
parallel_shift,collision,2,62.816048
parallel_shift,collision,4,31.724468
parallel_shift,collision,8,16.995109
parallel_shift,collision,16,9.540657
parallel_shift,collision,32,5.864577
parallel_shift,collision,64,5.345459
parallel_shift,collision,128,3.983158
parallel_shift,stream,2,63.484622
parallel_shift,stream,4,32.173728
parallel_shift,stream,8,17.262751
parallel_shift,stream,16,9.919416
parallel_shift,stream,32,5.877032
parallel_shift,stream,64,5.310848
parallel_shift,stream,128,3.974538
parallel_shift,bundle,2,64.266250
parallel_shift,bundle,4,32.253317
parallel_shift,bundle,8,17.389872
parallel_shift,bundle,16,10.204551
parallel_shift,bundle,32,5.964213
parallel_shift,bundle,64,4.800330
parallel_shift,bundle,128,4.037873
parallel_two_lattice,collision,2,63.692382
parallel_two_lattice,collision,4,32.913284
parallel_two_lattice,collision,8,17.581522
parallel_two_lattice,collision,16,10.723378
parallel_two_lattice,collision,32,6.167715
parallel_two_lattice,collision,64,4.745296
parallel_two_lattice,collision,128,3.605972
parallel_two_lattice,stream,2,63.867617
parallel_two_lattice,stream,4,32.779594
parallel_two_lattice,stream,8,17.684348
parallel_two_lattice,stream,16,9.853603
parallel_two_lattice,stream,32,6.004292
parallel_two_lattice,stream,64,4.794311
parallel_two_lattice,stream,128,3.665764
parallel_two_lattice,bundle,2,64.589784
parallel_two_lattice,bundle,4,32.992958
parallel_two_lattice,bundle,8,17.877087
parallel_two_lattice,bundle,16,10.047197
parallel_two_lattice,bundle,32,6.004036
parallel_two_lattice,bundle,64,4.801413
parallel_two_lattice,bundle,128,3.627283
parallel_two_lattice_framework,collision,2,63.745284
parallel_two_lattice_framework,collision,4,33.683191
parallel_two_lattice_framework,collision,8,19.795046
parallel_two_lattice_framework,collision,16,9.822847
parallel_two_lattice_framework,collision,32,6.217644
parallel_two_lattice_framework,collision,64,5.179127
parallel_two_lattice_framework,collision,128,4.432052
parallel_two_lattice_framework,stream,2,65.221485
parallel_two_lattice_framework,stream,4,33.543306
parallel_two_lattice_framework,stream,8,18.441368
parallel_two_lattice_framework,stream,16,10.680956
parallel_two_lattice_framework,stream,32,6.303408
parallel_two_lattice_framework,stream,64,5.230670
parallel_two_lattice_framework,stream,128,4.449372
parallel_two_lattice_framework,bundle,2,63.697842
parallel_two_lattice_framework,bundle,4,33.186388
parallel_two_lattice_framework,bundle,8,17.815797
parallel_two_lattice_framework,bundle,16,9.806516
parallel_two_lattice_framework,bundle,32,6.199452
parallel_two_lattice_framework,bundle,64,5.149010
parallel_two_lattice_framework,bundle,128,4.478381
parallel_two_step,collision,2,62.931877
parallel_two_step,collision,4,32.803168
parallel_two_step,collision,8,17.257533
parallel_two_step,collision,16,10.254723
parallel_two_step,collision,32,6.111747
parallel_two_step,collision,64,5.222229
parallel_two_step,collision,128,4.516443
parallel_two_step,stream,2,62.404703
parallel_two_step,stream,4,32.577376
parallel_two_step,stream,8,17.382645
parallel_two_step,stream,16,9.745696
parallel_two_step,stream,32,6.069232
parallel_two_step,stream,64,5.288494
parallel_two_step,stream,128,4.567606
parallel_two_step,bundle,2,63.434439
parallel_two_step,bundle,4,32.149735
parallel_two_step,bundle,8,17.381793
parallel_two_step,bundle,16,9.786870
parallel_two_step,bundle,32,6.120646
parallel_two_step,bundle,64,5.284213
parallel_two_step,bundle,128,4.530125
parallel_swap,collision,2,64.484354
parallel_swap,collision,4,33.876052
parallel_swap,collision,8,18.077324
parallel_swap,collision,16,10.917213
parallel_swap,collision,32,6.586879
parallel_swap,collision,64,5.534570
parallel_swap,collision,128,4.816235
parallel_swap,stream,2,65.268627
parallel_swap,stream,4,33.772574
parallel_swap,stream,8,18.134027
parallel_swap,stream,16,10.419821
parallel_swap,stream,32,6.564293
parallel_swap,stream,64,5.567129
parallel_swap,stream,128,4.818468
parallel_swap,bundle,2,65.439620
parallel_swap,bundle,4,34.173944
parallel_swap,bundle,8,18.417660
parallel_swap,bundle,16,10.261276
parallel_swap,bundle,32,6.792057
parallel_swap,bundle,64,5.521752
parallel_swap,bundle,128,4.805098
parallel_shift,collision,2,63.422187
parallel_shift,collision,4,32.164016
parallel_shift,collision,8,17.118475
parallel_shift,collision,16,9.495822
parallel_shift,collision,32,5.707943
parallel_shift,collision,64,4.808733
parallel_shift,collision,128,3.979968
parallel_shift,stream,2,64.092863
parallel_shift,stream,4,32.190348
parallel_shift,stream,8,18.002274
parallel_shift,stream,16,9.546680
parallel_shift,stream,32,5.925346
parallel_shift,stream,64,4.802260
parallel_shift,stream,128,4.079109
parallel_shift,bundle,2,62.539604
parallel_shift,bundle,4,32.257783
parallel_shift,bundle,8,17.440817
parallel_shift,bundle,16,9.612148
parallel_shift,bundle,32,5.886491
parallel_shift,bundle,64,5.279217
parallel_shift,bundle,128,3.954363
parallel_two_lattice,collision,2,63.949083
parallel_two_lattice,collision,4,32.804743
parallel_two_lattice,collision,8,17.624779
parallel_two_lattice,collision,16,9.790173
parallel_two_lattice,collision,32,6.085480
parallel_two_lattice,collision,64,4.757844
parallel_two_lattice,collision,128,3.623673
parallel_two_lattice,stream,2,64.472804
parallel_two_lattice,stream,4,33.115843
parallel_two_lattice,stream,8,17.702776
parallel_two_lattice,stream,16,9.867679
parallel_two_lattice,stream,32,6.223382
parallel_two_lattice,stream,64,4.821428
parallel_two_lattice,stream,128,3.653160
parallel_two_lattice,bundle,2,64.980242
parallel_two_lattice,bundle,4,32.657733
parallel_two_lattice,bundle,8,17.520275
parallel_two_lattice,bundle,16,10.016804
parallel_two_lattice,bundle,32,6.033594
parallel_two_lattice,bundle,64,4.765507
parallel_two_lattice,bundle,128,3.590045
parallel_two_lattice_framework,collision,2,64.540376
parallel_two_lattice_framework,collision,4,33.652069
parallel_two_lattice_framework,collision,8,17.562259
parallel_two_lattice_framework,collision,16,9.757995
parallel_two_lattice_framework,collision,32,6.259849
parallel_two_lattice_framework,collision,64,5.167611
parallel_two_lattice_framework,collision,128,4.511894
parallel_two_lattice_framework,stream,2,64.233443
parallel_two_lattice_framework,stream,4,33.634397
parallel_two_lattice_framework,stream,8,18.974089
parallel_two_lattice_framework,stream,16,10.744598
parallel_two_lattice_framework,stream,32,7.242761
parallel_two_lattice_framework,stream,64,5.204402
parallel_two_lattice_framework,stream,128,4.438796
parallel_two_lattice_framework,bundle,2,65.422428
parallel_two_lattice_framework,bundle,4,33.120039
parallel_two_lattice_framework,bundle,8,18.958835
parallel_two_lattice_framework,bundle,16,10.414464
parallel_two_lattice_framework,bundle,32,7.164645
parallel_two_lattice_framework,bundle,64,5.175786
parallel_two_lattice_framework,bundle,128,4.419490
parallel_two_step,collision,2,62.547339
parallel_two_step,collision,4,32.064040
parallel_two_step,collision,8,17.372056
parallel_two_step,collision,16,10.346601
parallel_two_step,collision,32,6.061478
parallel_two_step,collision,64,5.195006
parallel_two_step,collision,128,4.489497
parallel_two_step,stream,2,62.622665
parallel_two_step,stream,4,32.752842
parallel_two_step,stream,8,18.707540
parallel_two_step,stream,16,10.355862
parallel_two_step,stream,32,6.188543
parallel_two_step,stream,64,5.285020
parallel_two_step,stream,128,4.617404
parallel_two_step,bundle,2,62.840632
parallel_two_step,bundle,4,32.837532
parallel_two_step,bundle,8,17.614580
parallel_two_step,bundle,16,9.785534
parallel_two_step,bundle,32,6.167011
parallel_two_step,bundle,64,5.236059
parallel_two_step,bundle,128,4.551007
parallel_swap,collision,2,65.786626
parallel_swap,collision,4,34.120595
parallel_swap,collision,8,18.371419
parallel_swap,collision,16,10.324278
parallel_swap,collision,32,6.779174
parallel_swap,collision,64,5.479611
parallel_swap,collision,128,4.810339
parallel_swap,stream,2,64.813478
parallel_swap,stream,4,33.978037
parallel_swap,stream,8,18.446098
parallel_swap,stream,16,10.269803
parallel_swap,stream,32,6.642349
parallel_swap,stream,64,5.563931
parallel_swap,stream,128,4.879406
parallel_swap,bundle,2,66.034252
parallel_swap,bundle,4,34.233430
parallel_swap,bundle,8,19.645714
parallel_swap,bundle,16,10.342237
parallel_swap,bundle,32,6.655506
parallel_swap,bundle,64,5.544977
parallel_swap,bundle,128,4.881925
parallel_shift,collision,2,62.566744
parallel_shift,collision,4,31.981180
parallel_shift,collision,8,18.378007
parallel_shift,collision,16,9.324375
parallel_shift,collision,32,5.864380
parallel_shift,collision,64,5.352041
parallel_shift,collision,128,4.023771
parallel_shift,stream,2,63.128162
parallel_shift,stream,4,32.398331
parallel_shift,stream,8,18.285125
parallel_shift,stream,16,9.520977
parallel_shift,stream,32,5.864034
parallel_shift,stream,64,5.271047
parallel_shift,stream,128,4.020679
parallel_shift,bundle,2,62.677146
parallel_shift,bundle,4,32.650177
parallel_shift,bundle,8,18.376986
parallel_shift,bundle,16,10.088181
parallel_shift,bundle,32,6.167576
parallel_shift,bundle,64,4.818159
parallel_shift,bundle,128,4.068551
parallel_two_lattice,collision,2,64.334203
parallel_two_lattice,collision,4,33.350435
parallel_two_lattice,collision,8,17.842138
parallel_two_lattice,collision,16,9.716698
parallel_two_lattice,collision,32,6.124401
parallel_two_lattice,collision,64,4.789267
parallel_two_lattice,collision,128,3.655181
parallel_two_lattice,stream,2,65.562800
parallel_two_lattice,stream,4,33.243640
parallel_two_lattice,stream,8,17.479414
parallel_two_lattice,stream,16,9.758548
parallel_two_lattice,stream,32,6.050973
parallel_two_lattice,stream,64,4.776623
parallel_two_lattice,stream,128,3.635235
parallel_two_lattice,bundle,2,64.620047
parallel_two_lattice,bundle,4,33.131118
parallel_two_lattice,bundle,8,17.803189
parallel_two_lattice,bundle,16,10.144708
parallel_two_lattice,bundle,32,6.168179
parallel_two_lattice,bundle,64,4.785697
parallel_two_lattice,bundle,128,3.618806
parallel_two_lattice_framework,collision,2,64.480294
parallel_two_lattice_framework,collision,4,32.961459
parallel_two_lattice_framework,collision,8,17.600475
parallel_two_lattice_framework,collision,16,9.892129
parallel_two_lattice_framework,collision,32,7.281092
parallel_two_lattice_framework,collision,64,5.157841
parallel_two_lattice_framework,collision,128,4.453258
parallel_two_lattice_framework,stream,2,63.979486
parallel_two_lattice_framework,stream,4,33.645484
parallel_two_lattice_framework,stream,8,19.149048
parallel_two_lattice_framework,stream,16,10.478296
parallel_two_lattice_framework,stream,32,7.253699
parallel_two_lattice_framework,stream,64,5.203897
parallel_two_lattice_framework,stream,128,4.436865
parallel_two_lattice_framework,bundle,2,63.623908
parallel_two_lattice_framework,bundle,4,33.277685
parallel_two_lattice_framework,bundle,8,17.742581
parallel_two_lattice_framework,bundle,16,9.869728
parallel_two_lattice_framework,bundle,32,7.229894
parallel_two_lattice_framework,bundle,64,5.155499
parallel_two_lattice_framework,bundle,128,4.441140
parallel_two_step,collision,2,62.813676
